Customer ID,Segment,Category,Sales,Quantity,Discount,Profit
HM-14980,Consumer,Office Supplies,4.616,1,0.2,1.73
TB-21520,Consumer,Office Supplies,19.05,3,0,8.76
JE-15745,Consumer,Furniture,831.936,8,0.2,-114.39
JE-15745,Consumer,Furniture,97.04,2,0.2,1.21
JE-15745,Consumer,Office Supplies,72.784,1,0.2,-18.2
KB-16600,Corporate,Office Supplies,1.248,3,0.8,-1.93
KB-16600,Corporate,Furniture,9.708,3,0.6,-5.82
KB-16600,Corporate,Office Supplies,27.24,3,0.2,2.72
JE-15745,Consumer,Furniture,19.3,5,0.6,-14.48
SC-20770,Corporate,Office Supplies,208.16,1,0,56.2
SC-20770,Corporate,Office Supplies,16.74,3,0,8.04
DN-13690,Consumer,Office Supplies,14.9,5,0,4.17
DN-13690,Consumer,Office Supplies,21.39,1,0,6.2
JC-16105,Corporate,Office Supplies,200.984,7,0.2,62.81
CS-12400,Home Office,Office Supplies,230.376,3,0.2,-48.95
PO-18865,Consumer,Furniture,301.96,2,0,33.22
PG-18895,Consumer,Technology,19.99,1,0,6.8
PG-18895,Consumer,Office Supplies,6.16,2,0,2.96
GM-14455,Home Office,Office Supplies,158.368,7,0.2,13.86
JS-15685,Corporate,Office Supplies,20.1,3,0,6.63
JS-15685,Corporate,Technology,73.584,2,0.2,8.28
JS-15685,Corporate,Office Supplies,6.48,1,0,3.11
KB-16315,Consumer,Office Supplies,12.96,2,0,6.22
KB-16315,Consumer,Furniture,53.34,3,0,16.54
KB-16315,Consumer,Office Supplies,32.96,2,0,16.15
RB-19705,Home Office,Office Supplies,5.682,1,0.7,-3.79
PN-18775,Home Office,Furniture,96.53,7,0,40.54
KD-16345,Consumer,Office Supplies,51.312,3,0.2,17.96
ER-13855,Corporate,Office Supplies,77.88,6,0,22.59
RB-19465,Home Office,Office Supplies,64.624,7,0.2,22.62
RB-19465,Home Office,Technology,95.976,3,0.2,-10.8
RB-19465,Home Office,Office Supplies,1.788,3,0.8,-3.04
GZ-14470,Consumer,Office Supplies,23.92,4,0,11.72
LC-16870,Consumer,Technology,238.896,6,0.2,-26.88
LC-16870,Consumer,Furniture,102.36,3,0.2,-3.84
LC-16870,Consumer,Office Supplies,36.882,3,0.7,-25.82
JM-15250,Consumer,Technology,74.112,8,0.2,17.6
JM-15250,Consumer,Technology,27.992,1,0.2,2.1
JM-15250,Consumer,Office Supplies,3.304,1,0.2,1.07
PA-19060,Home Office,Technology,339.96,5,0.2,67.99
CV-12805,Corporate,Furniture,41.96,2,0,10.91
CL-12565,Consumer,Office Supplies,75.96,2,0,22.79
CL-12565,Consumer,Office Supplies,27.24,6,0,13.35
RC-19960,Consumer,Office Supplies,40.096,14,0.2,14.53
RC-19960,Consumer,Office Supplies,4.72,2,0.2,1.65
RC-19960,Consumer,Office Supplies,23.976,3,0.2,7.49
RC-19960,Consumer,Office Supplies,130.464,6,0.2,44.03
DK-13090,Consumer,Furniture,787.53,3,0,165.38
GG-14650,Corporate,Office Supplies,157.794,1,0.7,-115.72
SC-20725,Consumer,Furniture,47.04,3,0,18.35
SC-20725,Consumer,Office Supplies,30.84,4,0,13.88
SC-20725,Consumer,Office Supplies,226.56,6,0,63.44
SC-20725,Consumer,Office Supplies,115.02,9,0,51.76
SC-20725,Consumer,Technology,68.04,7,0,19.73
AD-10180,Home Office,Furniture,600.558,3,0.3,-8.58
PF-19165,Consumer,Furniture,617.7,6,0.5,-407.68
TS-21610,Consumer,Office Supplies,2.388,2,0.7,-1.83
TS-21610,Consumer,Office Supplies,243.992,7,0.2,30.5
LS-16975,Home Office,Furniture,81.424,2,0.2,-9.16
LS-16975,Home Office,Furniture,238.56,3,0,26.24
DW-13585,Corporate,Technology,59.97,5,0.4,-11.99
DW-13585,Corporate,Office Supplies,78.304,2,0.2,29.36
DW-13585,Corporate,Office Supplies,21.456,9,0.2,6.97
LC-16885,Consumer,Office Supplies,20.04,3,0,9.62
LC-16885,Consumer,Office Supplies,35.44,1,0,16.66
LC-16885,Consumer,Office Supplies,11.52,4,0,3.46
LC-16885,Consumer,Office Supplies,4.02,2,0,1.97
LC-16885,Consumer,Office Supplies,76.176,3,0.2,26.66
LC-16885,Consumer,Office Supplies,65.88,6,0,18.45
LC-16885,Consumer,Furniture,43.12,14,0,20.7
JD-15895,Corporate,Furniture,82.8,2,0.2,10.35
SH-19975,Corporate,Office Supplies,8.82,3,0,2.38
SH-19975,Corporate,Office Supplies,10.86,3,0,5.1
SH-19975,Corporate,Office Supplies,143.7,3,0,68.98
SG-20080,Consumer,Office Supplies,839.43,3,0,218.25
HA-14920,Consumer,Office Supplies,671.93,7,0,20.16
MG-17680,Home Office,Furniture,93.888,4,0.2,12.91
JE-16165,Corporate,Technology,384.45,11,0,103.8
JE-16165,Corporate,Technology,149.97,3,0,6
JE-16165,Corporate,Furniture,1951.84,8,0,585.55
JE-16165,Corporate,Office Supplies,171.55,5,0,80.63
TW-21025,Home Office,Office Supplies,157.92,5,0.2,17.77
TW-21025,Home Office,Technology,203.184,2,0.2,15.24
SP-20650,Corporate,Office Supplies,58.38,7,0,26.27
SP-20650,Corporate,Office Supplies,105.52,4,0,48.54
SP-20650,Corporate,Office Supplies,80.88,6,0,21.03
NK-18490,Home Office,Office Supplies,6.63,3,0,1.79
DB-13060,Consumer,Furniture,457.568,2,0.2,51.48
NP-18670,Consumer,Office Supplies,14.62,2,0,6.87
NP-18670,Consumer,Technology,944.93,7,0,236.23
TT-21070,Consumer,Office Supplies,5.98,1,0,2.69
EM-13960,Consumer,Technology,54.384,2,0.2,1.36
RD-19900,Consumer,Office Supplies,28.4,5,0,13.35
MJ-17740,Consumer,Office Supplies,27.68,2,0.2,9.69
BM-11140,Consumer,Office Supplies,9.936,3,0.2,2.73
BM-11140,Consumer,Technology,8159.952,8,0.4,-1359.99
BM-11140,Consumer,Office Supplies,275.928,3,0.2,-58.63
BM-11140,Consumer,Furniture,1740.06,9,0.3,-24.86
BM-11140,Consumer,Office Supplies,32.064,6,0.2,6.81
BM-11140,Consumer,Office Supplies,177.98,5,0.8,-453.85
BM-11140,Consumer,Technology,143.976,3,0.2,9
CS-12130,Consumer,Office Supplies,20.94,3,0,9.84
CS-12130,Consumer,Office Supplies,110.96,2,0,53.26
CS-12130,Consumer,Furniture,340.144,7,0.2,21.26
JB-15400,Corporate,Office Supplies,52.448,2,0.8,-131.12
JB-15400,Corporate,Office Supplies,20.16,4,0.2,6.55
SJ-20500,Consumer,Office Supplies,97.264,4,0.8,-243.16
JE-15745,Consumer,Furniture,396.802,7,0.3,-11.34
JE-15745,Consumer,Office Supplies,15.88,5,0.2,-3.77
JK-15640,Home Office,Office Supplies,3.28,1,0,1.41
DK-13150,Corporate,Office Supplies,24.816,2,0.2,1.86
DK-13150,Corporate,Technology,408.744,7,0.2,76.64
SK-19990,Consumer,Office Supplies,7.16,2,0,3.44
FM-14290,Home Office,Technology,176.8,8,0,22.98
AM-10360,Corporate,Office Supplies,37.224,3,0.2,3.72
AM-10360,Corporate,Office Supplies,20.016,3,0.2,6.26
MP-17470,Home Office,Furniture,899.136,4,0.2,112.39
MP-17470,Home Office,Technology,71.76,6,0,20.09
MP-17470,Home Office,Office Supplies,51.84,8,0,24.88
MP-17470,Home Office,Furniture,626.352,3,0.2,46.98
MP-17470,Home Office,Office Supplies,19.9,5,0,6.57
MZ-17515,Corporate,Office Supplies,14.28,7,0,6.71
CB-12025,Consumer,Office Supplies,7.408,2,0.2,1.2
CB-12025,Consumer,Office Supplies,6.048,3,0.2,1.59
VM-21685,Home Office,Office Supplies,46.26,3,0,12.03
FH-14365,Corporate,Office Supplies,2.946,2,0.7,-2.26
FH-14365,Corporate,Office Supplies,16.056,3,0.2,5.82
MB-17305,Consumer,Office Supplies,21.744,3,0.2,6.8
BS-11755,Consumer,Furniture,218.75,2,0.5,-161.88
BS-11755,Consumer,Office Supplies,2.6,1,0.2,0.29
LC-17140,Consumer,Office Supplies,66.284,2,0.8,-178.97
HK-14890,Corporate,Furniture,35.168,7,0.2,9.67
LE-16810,Consumer,Technology,444.768,4,0.2,44.48
JH-15985,Consumer,Office Supplies,83.92,4,0,5.87
JH-15985,Consumer,Technology,131.98,2,0,35.63
JH-15985,Consumer,Office Supplies,15.92,4,0,7.48
JH-15985,Consumer,Office Supplies,52.29,9,0,16.21
JH-15985,Consumer,Office Supplies,91.99,1,0,3.68
MS-17980,Corporate,Technology,20.8,2,0.2,6.5
VW-21775,Corporate,Office Supplies,23.68,2,0.2,8.88
VW-21775,Corporate,Furniture,452.45,5,0.5,-244.32
VW-21775,Corporate,Technology,62.982,3,0.4,-14.7
VW-21775,Corporate,Technology,1188,9,0.7,-950.4
VW-21775,Corporate,Technology,89.584,2,0.2,4.48
JH-15910,Consumer,Office Supplies,93.06,6,0,26.06
JH-15910,Consumer,Technology,302.376,3,0.2,22.68
JB-15925,Consumer,Office Supplies,5.584,2,0.2,1.81
JB-15925,Consumer,Office Supplies,22.704,6,0.2,8.23
JB-15925,Consumer,Office Supplies,19.776,4,0.7,-13.84
JB-15925,Consumer,Furniture,72.704,4,0.2,19.08
JB-15925,Consumer,Technology,479.988,4,0.7,-383.99
JB-15925,Consumer,Office Supplies,27.168,2,0.2,2.72
DS-13180,Corporate,Office Supplies,2.2,1,0,0.97
DS-13180,Corporate,Furniture,622.45,5,0,136.94
DS-13180,Corporate,Office Supplies,21.98,1,0,0.22
VD-21670,Consumer,Furniture,161.568,2,0.2,-28.27
VD-21670,Consumer,Furniture,389.696,8,0.2,43.84
EA-14035,Corporate,Office Supplies,18.648,7,0.7,-12.43
CS-12400,Home Office,Furniture,233.86,2,0.45,-102.05
CS-12400,Home Office,Furniture,620.6145,3,0.45,-248.25
CS-12400,Home Office,Office Supplies,5.328,2,0.7,-3.55
CS-12400,Home Office,Furniture,258.072,3,0.2,0
CS-12400,Home Office,Technology,617.976,3,0.2,-7.72
DB-13120,Corporate,Office Supplies,10.56,2,0,4.75
KL-16645,Consumer,Office Supplies,25.92,5,0.2,9.4
KL-16645,Consumer,Furniture,419.68,5,0.6,-356.73
KL-16645,Consumer,Furniture,11.688,3,0.6,-4.68
KL-16645,Consumer,Technology,31.984,2,0.2,11.19
KL-16645,Consumer,Furniture,177.225,5,0.5,-120.51
KL-16645,Consumer,Furniture,4.044,3,0.6,-2.83
KL-16645,Consumer,Office Supplies,7.408,2,0.2,1.2
DW-13480,Home Office,Furniture,2001.86,7,0,580.54
DW-13480,Home Office,Office Supplies,166.72,2,0,41.68
DW-13480,Home Office,Office Supplies,47.88,6,0,23.94
DW-13480,Home Office,Office Supplies,1503.25,5,0,496.07
DW-13480,Home Office,Office Supplies,25.92,4,0,12.44
LH-17155,Consumer,Furniture,321.568,2,0.2,28.14
KC-16540,Consumer,Office Supplies,7.61,1,0,3.58
KC-16540,Consumer,Technology,3347.37,13,0,636
DL-13315,Consumer,Office Supplies,80.58,6,0,22.56
DL-13315,Consumer,Office Supplies,361.92,4,0,162.86
DR-12880,Corporate,Furniture,12.132,9,0.6,-8.49
DR-12880,Corporate,Office Supplies,82.368,2,0.2,-19.56
DR-12880,Corporate,Office Supplies,53.92,5,0.2,4.04
DR-12880,Corporate,Technology,647.904,6,0.2,56.69
CC-12670,Consumer,Technology,20.37,3,0,6.93
CC-12670,Consumer,Office Supplies,221.55,3,0,6.65
CC-12670,Consumer,Office Supplies,17.52,5,0.2,6.13
Dl-13600,Corporate,Office Supplies,1.624,2,0.8,-4.47
SB-20290,Corporate,Technology,3059.982,3,0.4,-510
SB-20290,Corporate,Technology,2519.958,7,0.4,-252
RC-19825,Consumer,Technology,328.224,4,0.2,28.72
AH-10210,Consumer,Technology,79.9,2,0,35.16
CB-12535,Corporate,Office Supplies,14.016,3,0.2,4.73
PG-18895,Consumer,Office Supplies,7.56,6,0,0.3
CA-12310,Corporate,Office Supplies,37.208,1,0.2,-7.44
CA-12310,Corporate,Office Supplies,57.576,3,0.2,21.59
KH-16690,Corporate,Office Supplies,725.84,4,0,210.49
HA-14920,Consumer,Technology,209.93,7,0,92.37
HA-14920,Consumer,Furniture,5.28,3,0,2.32
HA-14920,Consumer,Office Supplies,10.92,3,0.2,4.1
BB-10990,Corporate,Office Supplies,8.82,2,0,4.06
BB-10990,Corporate,Office Supplies,5.98,1,0,1.55
AG-10495,Corporate,Office Supplies,11.648,2,0.2,4.08
AG-10495,Corporate,Office Supplies,18.176,4,0.2,5.91
AG-10495,Corporate,Office Supplies,59.712,6,0.2,5.97
AG-10495,Corporate,Office Supplies,24.84,3,0.2,8.69
SC-20725,Consumer,Office Supplies,2.08,5,0.8,-3.43
SC-20725,Consumer,Technology,1114.4,7,0.2,376.11
JO-15280,Consumer,Furniture,1038.84,5,0.2,51.94
TB-21520,Consumer,Office Supplies,141.76,5,0.2,47.84
TB-21520,Consumer,Technology,239.8,5,0.2,47.96
TB-21520,Consumer,Office Supplies,31.104,6,0.2,10.89
AH-10195,Corporate,Office Supplies,254.058,7,0.7,-169.37
AH-10195,Corporate,Office Supplies,194.528,2,0.2,24.32
AH-10195,Corporate,Office Supplies,961.48,5,0.2,-204.31
NZ-18565,Home Office,Office Supplies,19.096,7,0.2,6.68
NZ-18565,Home Office,Office Supplies,18.496,8,0.2,6.24
NZ-18565,Home Office,Technology,255.984,2,0.2,54.4
NZ-18565,Home Office,Furniture,86.97,3,0.5,-48.7
KL-16555,Corporate,Furniture,300.416,8,0.2,78.86
KL-16555,Corporate,Furniture,230.352,3,0.2,20.16
KL-16555,Corporate,Furniture,218.352,3,0.2,-24.56
KL-16555,Corporate,Office Supplies,78.6,5,0.7,-62.88
KL-16555,Corporate,Office Supplies,27.552,3,0.2,9.3
JD-15895,Corporate,Office Supplies,32.4,5,0,15.55
JD-15895,Corporate,Office Supplies,1082.48,8,0,10.82
JD-15895,Corporate,Office Supplies,56.91,3,0,27.32
JD-15895,Corporate,Furniture,77.6,4,0,38.02
JD-15895,Corporate,Office Supplies,14.28,1,0,6.57
JH-15910,Consumer,Furniture,219.075,3,0.5,-131.45
AS-10225,Corporate,Furniture,26.8,2,0,12.86
KB-16600,Corporate,Office Supplies,9.84,3,0,2.85
CR-12625,Home Office,Office Supplies,45.48,3,0,20.92
CR-12625,Home Office,Office Supplies,289.2,6,0,83.87
SH-20395,Consumer,Office Supplies,4.89,1,0,2
BP-11185,Corporate,Furniture,15.136,4,0.2,3.59
BP-11185,Corporate,Furniture,466.768,2,0.2,52.51
BP-11185,Corporate,Furniture,15.232,1,0.2,1.71
BP-11185,Corporate,Office Supplies,6.264,3,0.2,2.04
TS-21205,Corporate,Furniture,87.54,3,0,37.64
AG-10525,Corporate,Technology,178.384,2,0.2,22.3
AG-10525,Corporate,Office Supplies,15.552,3,0.2,5.44
SP-20860,Corporate,Office Supplies,99.136,4,0.2,8.67
NM-18445,Home Office,Furniture,135.882,1,0.1,24.16
NM-18445,Home Office,Technology,3991.98,2,0,1995.99
NM-18445,Home Office,Technology,275.94,6,0,80.02
NM-18445,Home Office,Technology,360,4,0,129.6
NM-18445,Home Office,Office Supplies,43.57,1,0,13.07
FA-14230,Corporate,Office Supplies,7.16,2,0,3.58
GK-14620,Corporate,Office Supplies,251.52,6,0.2,81.74
GK-14620,Corporate,Technology,99.99,1,0,35
DJ-13510,Corporate,Furniture,15.992,1,0.2,1
PO-18850,Consumer,Technology,290.898,3,0.4,-67.88
PO-18850,Consumer,Office Supplies,54.224,2,0.2,3.39
PO-18850,Consumer,Furniture,786.744,4,0.3,-258.5
PO-18850,Consumer,Office Supplies,100.24,10,0.2,33.83
PO-18850,Consumer,Office Supplies,37.764,6,0.7,-27.69
JL-15850,Consumer,Technology,82.8,2,0.4,-20.7
JL-15850,Consumer,Office Supplies,20.724,2,0.7,-13.82
JL-15850,Consumer,Office Supplies,4.896,3,0.7,-3.43
DB-13615,Consumer,Office Supplies,4.752,1,0.2,1.6
DB-13615,Consumer,Technology,959.984,2,0.2,335.99
DB-13615,Consumer,Office Supplies,14.368,4,0.2,4.49
AC-10420,Corporate,Office Supplies,7.712,2,0.2,2.8
AC-10420,Corporate,Furniture,698.352,3,0.2,-17.46
KL-16645,Consumer,Office Supplies,4.96,4,0,2.33
JD-15895,Corporate,Office Supplies,17.856,4,0.2,1.12
JD-15895,Corporate,Office Supplies,509.97,10,0.7,-407.98
JD-15895,Corporate,Office Supplies,30.992,13,0.2,10.07
JD-15895,Corporate,Technology,71.928,12,0.4,8.39
CS-12130,Consumer,Office Supplies,88.8,4,0.2,-2.22
CC-12550,Consumer,Technology,47.976,3,0.2,4.8
TD-20995,Consumer,Office Supplies,7.56,3,0,3.1
TD-20995,Consumer,Office Supplies,24.56,2,0,11.54
TD-20995,Consumer,Office Supplies,12.96,2,0,4.15
AB-10060,Home Office,Technology,6.79,1,0,2.31
AB-10060,Home Office,Office Supplies,24.56,2,0,11.54
AB-10060,Home Office,Office Supplies,3.048,1,0.2,1.07
AB-10060,Home Office,Office Supplies,49.12,4,0,23.09
AB-10060,Home Office,Office Supplies,4355.168,4,0.2,1415.43
JL-15505,Consumer,Furniture,388.704,6,0.2,-4.86
JL-15505,Consumer,Office Supplies,8.26,2,0,3.8
JL-15505,Consumer,Office Supplies,17.04,4,0,6.99
JL-15505,Consumer,Office Supplies,34.4,5,0,15.82
HK-14890,Corporate,Office Supplies,36.24,5,0.2,11.33
VB-21745,Corporate,Office Supplies,647.84,8,0,168.44
VB-21745,Corporate,Office Supplies,20.7,2,0,9.94
KW-16435,Consumer,Office Supplies,20.7,2,0,9.94
KW-16435,Consumer,Furniture,488.646,3,0.1,86.87
KW-16435,Consumer,Office Supplies,5.56,2,0,1.45
KW-16435,Consumer,Furniture,47.12,8,0,20.73
JD-16060,Consumer,Office Supplies,211.96,4,0,8.48
MK-17905,Corporate,Office Supplies,23.2,4,0,10.44
MK-17905,Corporate,Office Supplies,7.36,2,0,0.15
MK-17905,Corporate,Office Supplies,104.79,7,0,29.34
MK-17905,Corporate,Furniture,1043.92,4,0,271.42
GT-14755,Consumer,Office Supplies,25.92,5,0.2,9.4
GT-14755,Consumer,Office Supplies,53.424,3,0.2,4.67
AG-10900,Consumer,Office Supplies,8.16,5,0.7,-5.71
AG-10900,Consumer,Technology,1023.936,8,0.2,179.19
AG-10900,Consumer,Office Supplies,9.24,1,0.2,0.92
AG-10900,Consumer,Technology,479.04,10,0.2,-29.94
MM-18280,Corporate,Office Supplies,99.136,4,0.2,30.98
AR-10405,Corporate,Furniture,1488.424,7,0.3,-297.68
RA-19915,Consumer,Office Supplies,8.652,3,0.8,-20.33
RA-19915,Consumer,Office Supplies,23.832,3,0.2,2.68
RA-19915,Consumer,Office Supplies,12.176,4,0.8,-18.87
AS-10285,Corporate,Office Supplies,50.96,7,0,25.48
AS-10285,Corporate,Office Supplies,49.536,3,0.2,17.34
LA-16780,Corporate,Technology,41.9,2,0,8.8
DO-13435,Consumer,Furniture,375.4575,3,0.45,-157.01
DO-13435,Consumer,Technology,83.976,3,0.2,-1.05
DK-13225,Corporate,Technology,482.34,4,0.7,-337.64
DK-13225,Corporate,Furniture,2.96,1,0.2,0.78
NG-18430,Consumer,Office Supplies,2.624,1,0.2,0.43
MV-18190,Consumer,Office Supplies,23.36,4,0.2,7.88
MV-18190,Consumer,Technology,39.98,2,0,13.59
JG-15115,Consumer,Technology,246.384,2,0.2,27.72
JG-15115,Consumer,Technology,1799.97,3,0,701.99
BP-11095,Corporate,Office Supplies,12.462,3,0.8,-20.56
VP-21730,Home Office,Office Supplies,75.792,3,0.2,25.58
SS-20140,Corporate,Office Supplies,49.96,2,0,9.49
SS-20140,Corporate,Office Supplies,12.96,2,0,6.22
HP-14815,Home Office,Office Supplies,70.12,4,0,21.04
AG-10675,Consumer,Office Supplies,35.952,3,0.2,3.6
AG-10675,Consumer,Furniture,2396.2656,4,0.32,-317.15
AG-10675,Consumer,Office Supplies,131.136,4,0.2,-32.78
AG-10675,Consumer,Technology,57.584,2,0.2,0.72
LF-17185,Consumer,Office Supplies,9.568,2,0.2,3.47
SP-20650,Corporate,Office Supplies,39.072,6,0.2,9.77
RF-19840,Consumer,Office Supplies,35.91,3,0,9.7
KH-16510,Consumer,Technology,179.95,5,0,37.79
KH-16510,Consumer,Technology,1199.976,3,0.2,434.99
KH-16510,Consumer,Office Supplies,27.15,5,0,13.3
KH-16510,Consumer,Furniture,1004.024,7,0.2,-112.95
KH-16510,Consumer,Office Supplies,9.68,1,0,4.65
KH-16510,Consumer,Office Supplies,28.35,9,0,13.61
KH-16510,Consumer,Office Supplies,55.98,1,0,27.43
KH-16510,Consumer,Furniture,1336.829,13,0.15,31.45
KH-16510,Consumer,Furniture,113.568,2,0.2,-18.45
KC-16675,Corporate,Office Supplies,139.86,7,0,65.73
KC-16675,Corporate,Furniture,307.136,4,0.2,26.87
CJ-12010,Consumer,Office Supplies,95.92,8,0,25.9
PB-19150,Consumer,Furniture,383.8,5,0.2,38.38
VB-21745,Corporate,Office Supplies,5.78,1,0,2.83
SP-20860,Corporate,Office Supplies,9.32,4,0,2.7
SP-20860,Corporate,Office Supplies,15.25,1,0,7.02
JE-15745,Consumer,Technology,196.752,6,0.2,56.57
MP-17965,Corporate,Furniture,56.56,4,0,14.71
MP-17965,Corporate,Office Supplies,32.7,3,0,8.5
NF-18385,Consumer,Furniture,866.4,4,0,225.26
JM-15265,Corporate,Furniture,28.4,2,0,11.08
JM-15265,Corporate,Office Supplies,287.92,8,0,138.2
SD-20485,Home Office,Technology,69.99,1,0,30.1
KH-16630,Corporate,Office Supplies,6.672,6,0.2,0.5
RB-19795,Home Office,Office Supplies,189.588,2,0.7,-145.35
RB-19795,Home Office,Technology,408.744,7,0.2,76.64
RB-19795,Home Office,Technology,291.96,5,0.2,54.74
RB-19795,Home Office,Office Supplies,4.768,2,0.2,-0.77
DB-13060,Consumer,Office Supplies,714.3,5,0,207.15
MK-18160,Consumer,Office Supplies,4.812,2,0.7,-3.69
MK-18160,Consumer,Technology,247.8,5,0.2,-18.59
PO-19180,Home Office,Technology,1007.979,3,0.3,43.2
PO-19180,Home Office,Office Supplies,313.488,7,0.2,113.64
BB-11545,Corporate,Office Supplies,31.872,8,0.2,11.55
CV-12805,Corporate,Furniture,207.846,3,0.1,2.31
PK-19075,Consumer,Furniture,12.22,1,0,3.67
PK-19075,Consumer,Office Supplies,194.94,3,0,23.39
PK-19075,Consumer,Office Supplies,70.95,3,0,20.58
PK-19075,Consumer,Office Supplies,91.36,4,0,42.03
PK-19075,Consumer,Furniture,242.94,3,0,29.15
PK-19075,Consumer,Office Supplies,22.05,7,0,10.58
TB-21595,Consumer,Furniture,2.91,1,0,1.37
RB-19360,Consumer,Office Supplies,59.52,3,0,15.48
RB-19360,Consumer,Office Supplies,161.94,3,0,9.72
RB-19360,Consumer,Office Supplies,263.88,6,0,71.25
RB-19360,Consumer,Office Supplies,30.48,3,0,7.92
RB-19360,Consumer,Office Supplies,9.84,3,0,2.85
RB-19360,Consumer,Technology,35.12,4,0,9.13
EB-13705,Corporate,Furniture,284.364,2,0.4,-75.83
EB-13705,Corporate,Office Supplies,665.408,2,0.2,66.54
KH-16630,Corporate,Technology,63.88,4,0,24.91
SC-20095,Consumer,Furniture,129.568,2,0.2,-24.29
NF-18385,Consumer,Furniture,747.558,3,0.3,-96.11
NF-18385,Consumer,Office Supplies,8.928,2,0.2,3.35
JH-15985,Consumer,Office Supplies,103.92,4,0,36.37
JH-15985,Consumer,Technology,899.91,9,0,377.96
