date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,prod_diff
2015-01-03,Quarter1,sweing,Saturday,4,0.7,23.69,544.0,6960.0,0.0,0.0,0,0,60.0,0.700134038,0.000134038000000003
2015-01-03,Quarter1,sweing,Saturday,9,0.7,28.08,1072.0,6900.0,40.0,0.0,0,0,57.5,0.699965217,-3.478299999992718e-05
2015-01-03,Quarter1,finishing,Saturday,8,0.8,2.9,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.628333333,-0.171666667
2015-01-03,Quarter1,finishing,Saturday,7,0.8,3.94,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.6253125,-0.1746875
2015-01-04,Quarter1,finishing,Sunday,3,0.75,4.15,1190.4659913169319,1560.0,0.0,0.0,0,0,8.0,0.991388889,0.241388889
2015-01-04,Quarter1,finishing,Sunday,9,0.8,3.94,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.931645833,0.131645833
2015-01-04,Quarter1,finishing,Sunday,1,0.8,3.94,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.915229167,0.11522916699999997
2015-01-04,Quarter1,sweing,Sunday,6,0.8,11.61,539.0,6960.0,50.0,0.0,0,0,31.0,0.879714482,0.07971448199999998
2015-01-04,Quarter1,finishing,Sunday,4,0.8,3.94,1190.4659913169319,6600.0,0.0,0.0,0,0,20.0,0.861679012,0.06167901199999992
2015-01-04,Quarter1,sweing,Sunday,9,0.8,26.16,1190.4659913169319,6960.0,50.0,0.0,0,0,59.0,0.850569492,0.05056949199999994
2015-01-04,Quarter1,sweing,Sunday,7,0.8,25.9,1190.4659913169319,6960.0,50.0,0.0,0,0,56.5,0.850436438,0.05043643799999997
2015-01-04,Quarter1,sweing,Sunday,8,0.8,25.9,1039.0,6780.0,45.0,0.0,0,0,56.5,0.850345133,0.050345132999999986
2015-01-04,Quarter1,sweing,Sunday,4,0.8,28.08,878.0,4260.0,50.0,0.0,0,0,55.5,0.800598058,0.0005980579999999014
2015-01-04,Quarter1,sweing,Sunday,1,0.8,26.16,1033.0,6960.0,50.0,0.0,0,0,59.0,0.800318644,0.00031864399999992354
2015-01-04,Quarter1,sweing,Sunday,2,0.8,28.08,782.0,6660.0,50.0,0.0,0,0,55.5,0.800237838,0.00023783799999999022
2015-01-04,Quarter1,sweing,Sunday,12,0.8,11.61,1190.4659913169319,6960.0,50.0,0.0,0,0,31.0,0.800030199,3.0199000000008525e-05
2015-01-04,Quarter1,finishing,Sunday,2,0.8,3.94,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.792104167,-0.007895833000000074
2015-01-04,Quarter1,finishing,Sunday,10,0.7,3.94,1190.4659913169319,4320.0,0.0,0.0,0,0,18.0,0.759228395,0.05922839499999999
2015-01-04,Quarter1,sweing,Sunday,11,0.75,19.31,513.0,6480.0,45.0,0.0,0,0,54.0,0.750348457,0.0003484569999999687
2015-01-04,Quarter1,sweing,Sunday,3,0.75,19.87,734.0,6600.0,45.0,0.0,0,0,55.0,0.75024303,0.00024303000000003294
2015-01-04,Quarter1,sweing,Sunday,10,0.7,28.08,1190.4659913169319,6900.0,40.0,0.0,0,0,57.5,0.699965217,-3.478299999992718e-05
2015-01-04,Quarter1,finishing,Sunday,8,0.8,2.9,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.682708333,-0.11729166700000004
2015-01-04,Quarter1,finishing,Sunday,7,0.8,2.9,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.667604167,-0.13239583300000002
2015-01-04,Quarter1,sweing,Sunday,5,0.7,45.67,884.0,6960.0,26.0,0.0,0,0,58.0,0.603432184,-0.09656781599999997
2015-01-04,Quarter1,finishing,Sunday,11,0.75,4.15,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.345833333,-0.404166667
2015-01-05,Quarter1,finishing,Monday,1,0.8,3.94,1190.4659913169319,1920.0,0.0,0.0,0,0,8.0,0.961059028,0.16105902799999994
2015-01-05,Quarter1,finishing,Monday,11,0.8,3.94,1190.4659913169319,2400.0,0.0,0.0,0,0,10.0,0.939513889,0.13951388899999995
2015-01-05,Quarter1,finishing,Monday,4,0.8,3.94,1190.4659913169319,3840.0,0.0,0.0,0,0,16.0,0.893663194,0.093663194
2015-01-05,Quarter1,finishing,Monday,3,0.75,4.15,1190.4659913169319,1920.0,0.0,0.0,0,0,8.0,0.875390625,0.12539062499999998
2015-01-05,Quarter1,sweing,Monday,9,0.8,26.16,1190.4659913169319,6960.0,50.0,0.0,0,0,59.0,0.850569492,0.05056949199999994
2015-01-05,Quarter1,finishing,Monday,9,0.8,2.9,1190.4659913169319,1920.0,0.0,0.0,0,0,8.0,0.820833333,0.02083333300000001
2015-01-05,Quarter1,finishing,Monday,2,0.8,3.94,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.804416667,0.004416666999999985
2015-01-05,Quarter1,sweing,Monday,7,0.8,25.9,1190.4659913169319,6780.0,50.0,0.0,0,0,56.5,0.800684366,0.0006843659999999918
2015-01-05,Quarter1,sweing,Monday,8,0.8,25.9,1047.0,6780.0,38.0,0.0,0,0,56.5,0.800684366,0.0006843659999999918
2015-01-05,Quarter1,sweing,Monday,1,0.8,26.16,1138.0,6960.0,50.0,0.0,0,0,59.0,0.800318644,0.00031864399999992354
2015-01-05,Quarter1,sweing,Monday,11,0.8,19.31,678.0,4800.0,50.0,0.0,0,0,55.0,0.800250962,0.0002509619999999657
2015-01-05,Quarter1,sweing,Monday,6,0.8,11.61,712.0,6960.0,50.0,0.0,0,0,32.0,0.800246011,0.00024601099999999043
2015-01-05,Quarter1,sweing,Monday,12,0.8,11.61,1037.0,6960.0,50.0,0.0,0,0,32.0,0.800246011,0.00024601099999999043
2015-01-05,Quarter1,sweing,Monday,2,0.8,28.08,757.0,6900.0,50.0,0.0,0,0,57.5,0.800076522,7.652199999996778e-05
2015-01-05,Quarter1,sweing,Monday,4,0.8,28.08,759.0,6900.0,50.0,0.0,0,0,57.5,0.800076522,7.652199999996778e-05
2015-01-05,Quarter1,finishing,Monday,10,0.75,2.9,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.763375,0.013375000000000026
2015-01-05,Quarter1,finishing,Monday,5,0.6,2.9,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.759270833,0.159270833
2015-01-05,Quarter1,sweing,Monday,10,0.75,28.08,1083.0,6960.0,45.0,0.0,0,0,58.5,0.7504,0.00039999999999995595
2015-01-05,Quarter1,sweing,Monday,3,0.75,19.87,944.0,6600.0,45.0,0.0,0,0,55.0,0.75024303,0.00024303000000003294
2015-01-05,Quarter1,finishing,Monday,7,0.8,3.94,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.676666667,-0.12333333300000004
2015-01-05,Quarter1,finishing,Monday,8,0.8,2.9,1190.4659913169319,960.0,0.0,0.0,0,0,8.0,0.664583333,-0.135416667
2015-01-05,Quarter1,sweing,Monday,5,0.6,21.98,666.0,6960.0,23.0,0.0,0,0,58.0,0.600028736,2.873599999997367e-05
2015-01-06,Quarter1,finishing,Tuesday,4,0.8,3.94,1190.4659913169319,4440.0,0.0,0.0,0,0,18.0,0.966781346,0.16678134599999994
2015-01-06,Quarter1,finishing,Tuesday,1,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.936496212,0.13649621199999995
2015-01-06,Quarter1,finishing,Tuesday,3,0.75,4.15,1190.4659913169319,1800.0,0.0,0.0,0,0,10.0,0.899166667,0.14916666700000003
2015-01-06,Quarter1,finishing,Tuesday,11,0.8,4.15,1190.4659913169319,2700.0,0.0,0.0,0,0,15.0,0.888686869,0.088686869
2015-01-06,Quarter1,finishing,Tuesday,9,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.858143939,0.05814393899999992
2015-01-06,Quarter1,sweing,Tuesday,1,0.8,26.16,1187.0,6960.0,50.0,0.0,0,0,59.0,0.850502311,0.05050231099999991
2015-01-06,Quarter1,sweing,Tuesday,9,0.8,26.16,1190.4659913169319,6960.0,50.0,0.0,0,0,59.0,0.850502311,0.05050231099999991
2015-01-06,Quarter1,finishing,Tuesday,10,0.75,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.809640152,0.059640151999999946
2015-01-06,Quarter1,finishing,Tuesday,2,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.805909091,0.005909090999999922
2015-01-06,Quarter1,sweing,Tuesday,2,0.8,28.08,716.0,6960.0,50.0,0.0,0,0,57.5,0.800594466,0.0005944659999999047
2015-01-06,Quarter1,sweing,Tuesday,4,0.8,28.08,925.0,6960.0,50.0,0.0,0,0,57.5,0.800594466,0.0005944659999999047
2015-01-06,Quarter1,sweing,Tuesday,3,0.8,19.87,963.0,6960.0,50.0,0.0,0,0,55.0,0.800273829,0.0002738289999999477
2015-01-06,Quarter1,sweing,Tuesday,12,0.8,11.61,1101.0,5310.0,50.0,0.0,0,0,31.5,0.800140969,0.00014096899999993528
2015-01-06,Quarter1,sweing,Tuesday,7,0.8,25.9,1035.0,6960.0,38.0,0.0,0,0,56.5,0.800128721,0.0001287209999999428
2015-01-06,Quarter1,sweing,Tuesday,8,0.8,25.9,1083.0,6960.0,38.0,0.0,0,0,56.5,0.800128721,0.0001287209999999428
2015-01-06,Quarter1,sweing,Tuesday,6,0.8,11.61,910.0,4470.0,38.0,0.0,0,0,31.5,0.80007657,7.656999999994252e-05
2015-01-06,Quarter1,sweing,Tuesday,10,0.75,28.08,1190.4659913169319,6960.0,45.0,0.0,0,0,58.5,0.750545455,0.000545455000000028
2015-01-06,Quarter1,sweing,Tuesday,11,0.75,19.31,590.0,6960.0,45.0,0.0,0,0,55.0,0.750057851,5.7850999999997654e-05
2015-01-06,Quarter1,finishing,Tuesday,8,0.8,2.9,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.681060606,-0.11893939400000009
2015-01-06,Quarter1,sweing,Tuesday,5,0.65,21.98,808.0,6960.0,35.0,0.0,0,0,58.0,0.649983281,-1.6718999999998374e-05
2015-01-06,Quarter1,finishing,Tuesday,7,0.8,2.9,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.61625,-0.18375000000000008
2015-01-07,Quarter1,finishing,Wednesday,1,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.951420455,0.151420455
2015-01-07,Quarter1,finishing,Wednesday,9,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.880530303,0.08053030299999997
2015-01-07,Quarter1,sweing,Wednesday,1,0.8,26.16,1179.0,6960.0,50.0,0.0,0,0,59.0,0.850502311,0.05050231099999991
2015-01-07,Quarter1,sweing,Wednesday,9,0.8,26.16,1190.4659913169319,6960.0,50.0,0.0,0,0,59.0,0.850502311,0.05050231099999991
2015-01-07,Quarter1,sweing,Wednesday,8,0.8,25.9,1135.0,6960.0,50.0,0.0,0,0,56.5,0.850136766,0.050136765999999944
2015-01-07,Quarter1,finishing,Wednesday,3,0.75,4.15,1190.4659913169319,2700.0,0.0,0.0,0,0,15.0,0.83,0.07999999999999996
2015-01-07,Quarter1,finishing,Wednesday,4,0.8,3.94,1190.4659913169319,4440.0,0.0,0.0,0,0,18.0,0.827186544,0.02718654399999998
2015-01-07,Quarter1,finishing,Wednesday,2,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.813371212,0.01337121199999991
2015-01-07,Quarter1,finishing,Wednesday,10,0.75,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.805909091,0.055909090999999966
2015-01-07,Quarter1,finishing,Wednesday,7,0.8,2.9,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.804640152,0.0046401520000000085
2015-01-07,Quarter1,sweing,Wednesday,2,0.8,28.08,776.0,6960.0,50.0,0.0,0,0,57.5,0.800594466,0.0005944659999999047
2015-01-07,Quarter1,sweing,Wednesday,4,0.8,28.08,990.0,6960.0,50.0,0.0,0,0,57.5,0.800594466,0.0005944659999999047
2015-01-07,Quarter1,sweing,Wednesday,6,0.8,11.41,986.0,5490.0,50.0,0.0,0,0,30.5,0.800343766,0.0003437659999999676
2015-01-07,Quarter1,sweing,Wednesday,3,0.8,19.87,924.0,6960.0,50.0,0.0,0,0,55.0,0.800273829,0.0002738289999999477
2015-01-07,Quarter1,sweing,Wednesday,12,0.8,11.61,1120.0,5670.0,50.0,0.0,0,0,31.5,0.800246753,0.00024675299999998845
2015-01-07,Quarter1,sweing,Wednesday,7,0.8,25.9,1066.0,6960.0,50.0,0.0,0,0,56.5,0.800128721,0.0001287209999999428
2015-01-07,Quarter1,sweing,Wednesday,10,0.75,28.08,1144.0,6960.0,50.0,0.0,0,0,58.5,0.8,0.050000000000000044
2015-01-07,Quarter1,sweing,Wednesday,5,0.7,21.98,413.0,6960.0,40.0,0.0,0,0,58.0,0.700480831,0.0004808310000000704
2015-01-07,Quarter1,finishing,Wednesday,8,0.8,2.9,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.681060606,-0.11893939400000009
2015-01-07,Quarter1,finishing,Wednesday,6,0.8,2.9,1190.4659913169319,1800.0,0.0,0.0,0,0,10.0,0.666515152,-0.13348484800000004
2015-01-07,Quarter1,sweing,Wednesday,11,0.8,31.83,568.0,6960.0,40.0,0.0,0,0,55.0,0.412119835,-0.38788016500000005
2015-01-07,Quarter1,finishing,Wednesday,5,0.7,4.15,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.330113636,-0.36988636399999997
2015-01-08,Quarter2,finishing,Thursday,1,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.947689394,0.14768939399999992
2015-01-08,Quarter2,finishing,Thursday,4,0.8,3.94,1190.4659913169319,6960.0,0.0,0.0,0,0,20.0,0.919905405,0.11990540499999991
2015-01-08,Quarter2,sweing,Thursday,9,0.8,26.16,1190.4659913169319,6960.0,50.0,0.0,0,0,59.0,0.900215716,0.10021571600000001
2015-01-08,Quarter2,finishing,Thursday,9,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.891723485,0.09172348499999994
2015-01-08,Quarter2,sweing,Thursday,1,0.8,26.16,1189.0,6960.0,50.0,0.0,0,0,59.0,0.850502311,0.05050231099999991
2015-01-08,Quarter2,sweing,Thursday,4,0.8,28.08,942.0,6960.0,50.0,0.0,0,0,58.5,0.850181818,0.05018181799999999
2015-01-08,Quarter2,sweing,Thursday,7,0.8,25.9,1050.0,6960.0,50.0,0.0,0,0,56.5,0.850136766,0.050136765999999944
2015-01-08,Quarter2,sweing,Thursday,8,0.8,25.9,1026.0,6960.0,50.0,0.0,0,0,56.5,0.850136766,0.050136765999999944
2015-01-08,Quarter2,finishing,Thursday,2,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.835757576,0.03575757599999996
2015-01-08,Quarter2,finishing,Thursday,5,0.7,4.15,1190.4659913169319,3840.0,0.0,0.0,0,0,8.0,0.821354167,0.12135416700000001
2015-01-08,Quarter2,sweing,Thursday,2,0.8,28.08,783.0,6960.0,50.0,0.0,0,0,58.5,0.800497246,0.0004972460000000067
2015-01-08,Quarter2,sweing,Thursday,3,0.8,19.87,857.0,6960.0,50.0,0.0,0,0,55.0,0.800273829,0.0002738289999999477
2015-01-08,Quarter2,sweing,Thursday,12,0.8,11.61,548.0,6960.0,50.0,0.0,0,0,31.5,0.800107143,0.00010714299999992072
2015-01-08,Quarter2,sweing,Thursday,6,0.8,11.41,411.0,6960.0,50.0,0.0,0,0,30.5,0.800024932,2.4931999999977528e-05
2015-01-08,Quarter2,sweing,Thursday,10,0.75,28.08,1066.0,6960.0,50.0,0.0,0,0,58.5,0.8,0.050000000000000044
2015-01-08,Quarter2,finishing,Thursday,10,0.75,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.779791667,0.02979166700000002
2015-01-08,Quarter2,finishing,Thursday,8,0.8,2.9,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.735984848,-0.06401515200000008
2015-01-08,Quarter2,finishing,Thursday,3,0.75,4.15,1190.4659913169319,2160.0,0.0,0.0,0,0,12.0,0.712626263,-0.03737373700000002
2015-01-08,Quarter2,finishing,Thursday,7,0.8,2.9,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.681060606,-0.11893939400000009
2015-01-08,Quarter2,finishing,Thursday,11,0.8,4.15,1190.4659913169319,900.0,0.0,0.0,0,0,5.0,0.515606061,-0.2843939390000001
2015-01-08,Quarter2,sweing,Thursday,11,0.35,12.52,287.0,6960.0,38.0,0.0,0,0,54.0,0.349951389,-4.86109999999762e-05
2015-01-08,Quarter2,sweing,Thursday,5,0.7,42.41,724.0,6960.0,0.0,0.0,0,0,57.0,0.233705476,-0.46629452399999993
2015-01-10,Quarter2,finishing,Saturday,1,0.8,3.94,1190.4659913169319,2160.0,0.0,0.0,0,0,8.0,0.985,0.18499999999999994
2015-01-10,Quarter2,finishing,Saturday,3,0.75,4.15,1190.4659913169319,2760.0,0.0,0.0,0,0,12.0,0.930340376,0.18034037599999997
2015-01-10,Quarter2,finishing,Saturday,4,0.8,3.94,1190.4659913169319,6000.0,0.0,0.0,0,0,20.0,0.911589744,0.11158974399999999
2015-01-10,Quarter2,finishing,Saturday,9,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.858143939,0.05814393899999992
2015-01-10,Quarter2,sweing,Saturday,9,0.8,26.16,1122.0,6960.0,50.0,0.0,0,0,59.0,0.851174114,0.05117411399999994
2015-01-10,Quarter2,sweing,Saturday,7,0.8,25.9,970.0,6960.0,50.0,0.0,0,0,56.5,0.850136766,0.050136765999999944
2015-01-10,Quarter2,sweing,Saturday,8,0.8,25.9,1158.0,6960.0,50.0,0.0,0,0,56.5,0.850136766,0.050136765999999944
2015-01-10,Quarter2,finishing,Saturday,10,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.846950758,0.046950757999999926
2015-01-10,Quarter2,finishing,Saturday,11,0.8,4.15,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.817424242,0.017424241999999923
2015-01-10,Quarter2,finishing,Saturday,2,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.817102273,0.017102273
2015-01-10,Quarter2,sweing,Saturday,4,0.8,28.08,660.0,6960.0,50.0,0.0,0,0,58.0,0.801028213,0.001028213
2015-01-10,Quarter2,sweing,Saturday,2,0.8,28.08,749.0,6960.0,50.0,0.0,0,0,57.5,0.800594466,0.0005944659999999047
2015-01-10,Quarter2,sweing,Saturday,12,0.8,11.61,893.0,4710.0,50.0,0.0,0,0,31.5,0.800346445,0.0003464449999999175
2015-01-10,Quarter2,sweing,Saturday,6,0.8,11.41,887.0,5490.0,50.0,0.0,0,0,30.5,0.800343766,0.0003437659999999676
2015-01-10,Quarter2,sweing,Saturday,1,0.8,26.16,1190.4659913169319,6960.0,50.0,0.0,0,0,59.0,0.800117103,0.00011710300000000728
2015-01-10,Quarter2,sweing,Saturday,10,0.8,28.08,1082.0,6960.0,50.0,0.0,0,0,58.5,0.8,0.0
2015-01-10,Quarter2,sweing,Saturday,3,0.75,19.87,1075.0,6960.0,45.0,0.0,0,0,56.0,0.750098351,9.835099999999652e-05
2015-01-10,Quarter2,sweing,Saturday,11,0.5,12.52,749.0,6960.0,38.0,0.0,0,0,53.0,0.673245283,0.17324528299999997
2015-01-10,Quarter2,finishing,Saturday,7,0.8,2.9,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.670075758,-0.12992424200000008
2015-01-10,Quarter2,finishing,Saturday,8,0.8,2.9,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.628882576,-0.17111742400000007
2015-01-10,Quarter2,sweing,Saturday,5,0.5,20.79,966.0,6960.0,0.0,0.0,0,0,56.0,0.388007813,-0.11199218700000002
2015-01-10,Quarter2,finishing,Saturday,5,0.5,4.15,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.337973485,-0.16202651499999998
2015-01-11,Quarter2,finishing,Sunday,3,0.75,4.15,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.93532197,0.18532196999999995
2015-01-11,Quarter2,finishing,Sunday,4,0.8,3.94,1190.4659913169319,3600.0,0.0,0.0,0,0,20.0,0.925643939,0.12564393899999993
2015-01-11,Quarter2,sweing,Sunday,9,0.8,26.16,1095.0,6960.0,50.0,0.0,0,0,59.0,0.900215716,0.10021571600000001
2015-01-11,Quarter2,finishing,Sunday,1,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.873068182,0.07306818199999998
2015-01-11,Quarter2,finishing,Sunday,9,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.858143939,0.05814393899999992
2015-01-11,Quarter2,sweing,Sunday,1,0.8,26.16,1190.4659913169319,6960.0,50.0,0.0,0,0,59.0,0.850502311,0.05050231099999991
2015-01-11,Quarter2,sweing,Sunday,7,0.8,25.9,1012.0,6960.0,45.0,0.0,0,0,56.5,0.850136766,0.050136765999999944
2015-01-11,Quarter2,sweing,Sunday,8,0.8,25.9,1190.4659913169319,6960.0,50.0,0.0,0,0,56.5,0.850136766,0.050136765999999944
2015-01-11,Quarter2,finishing,Sunday,10,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.828295455,0.02829545499999997
2015-01-11,Quarter2,finishing,Sunday,2,0.8,3.94,1190.4659913169319,1440.0,0.0,0.0,0,0,8.0,0.820833333,0.02083333300000001
2015-01-11,Quarter2,sweing,Sunday,6,0.8,11.41,887.0,5490.0,50.0,0.0,0,0,30.5,0.800343766,0.0003437659999999676
2015-01-11,Quarter2,sweing,Sunday,12,0.8,11.61,896.0,5670.0,50.0,0.0,0,0,31.5,0.800246753,0.00024675299999998845
2015-01-11,Quarter2,sweing,Sunday,2,0.8,28.08,805.0,6960.0,50.0,0.0,0,0,58.5,0.8,0.0
2015-01-11,Quarter2,sweing,Sunday,10,0.8,28.08,762.0,6960.0,38.0,0.0,0,0,58.5,0.8,0.0
2015-01-11,Quarter2,sweing,Sunday,3,0.8,19.87,1043.0,6420.0,0.0,0.0,0,0,55.0,0.690182815,-0.10981718500000004
